,lag1,roiv,tmean,PPtsnr,tsd
0,0.8516094975932469,776.0,1225.8498220419156,141.32820162987957,8.29252579104337
1,0.8499323054445308,865.0,1216.1984321950215,169.557877628739,6.910803281404079
2,0.8454520922658169,898.0,1378.7760578229486,202.08261379232965,6.633904272142997
3,0.8561611300766878,732.0,1328.0204597341728,187.22246658313333,6.888707351271155
4,0.8564894719320453,767.0,1701.9897351705922,163.81447935348336,10.180438239643356
5,0.8532927121963937,915.0,1654.257567531283,179.99433689596316,8.736653475682125
6,0.8430426996019963,656.0,1163.7253366242678,198.97328927155053,5.817216123469047
7,0.85536953209276,680.0,1167.3120140624449,152.2988431107733,7.316259526610547
8,0.8466603359571436,758.0,1046.14568080069,141.21878159977567,7.449759043556614
9,0.8499968313382021,744.0,1062.5476934108526,151.90509291797352,6.853204856691915
10,0.8453096468049461,705.0,1431.5929016974274,146.9335064690971,9.346465452157272
11,0.8423989241120949,889.0,1396.839001576209,184.86438819240308,7.883955255102162
12,0.8513155351468609,1078.0,1456.0256895913517,117.84760718765158,11.966550390231951
13,0.8538743980570555,928.0,1465.0262412504237,128.4330135423562,11.074552586384929
14,0.8457362377286326,1077.0,1530.6754481045396,172.2653866150072,8.84964115479565
15,0.8582358855452645,1008.0,1415.4800018574645,173.40480464855744,7.813243857955469
16,0.8529013961828312,789.0,1165.0940878215767,189.1297983024215,6.4966211352608925
17,0.8620788739711496,611.0,1171.1195634839232,169.2941346066586,6.9860171162624365
18,0.8483608092886397,796.0,1601.8885061997466,139.7644696079205,12.140455751578942
19,0.8561801775613542,1029.0,1542.2100118848991,152.90473798020537,9.4912995263139
20,0.8613559189102287,1025.0,1385.5800129073043,175.66873714860574,7.691454513577412
21,0.8666489010351806,934.0,1424.7223266712576,162.96896046210384,8.699164381232581
22,0.8575674376260312,1006.0,1384.0192880601426,176.18283732133645,7.478689556726785
23,0.8648938972497748,819.0,1322.4361099494947,170.42212781147884,8.090223614944989
24,0.8477032253995596,641.0,1229.530350653928,185.19577207029317,6.083723646285342
25,0.8596431594072773,601.0,1140.0306520182016,153.20714064546794,7.39866081997099
26,0.8503299288741706,805.0,1223.5653428382184,118.6459167899412,10.320745252146198
27,0.8609873289817956,1038.0,1287.0600740808227,145.16342711754842,9.025745122692136
28,0.8551867357829387,325.0,1161.0657187304714,150.19731421783288,7.769417373779852
29,0.8528730330888364,342.0,1233.259317879685,136.73844047038398,8.704757810611262
30,0.8568097348198991,384.0,1306.0233200943935,147.75393923210314,9.26648513000118
31,0.8541926837618837,322.0,1386.7587846744386,150.05850820130223,9.061759652331824
32,0.840297190326444,315.0,1232.6078887911067,170.13049944935207,7.308277049936113
33,0.8551520431254104,372.0,1334.47372129588,177.5332588837128,7.698281063041139
34,0.8485193988088634,382.0,1194.263406230885,144.43867725003855,8.561864801212524
35,0.8491029766835326,415.0,1293.8770369696847,139.67857316159444,9.31716547890396
36,0.8433000364001323,459.0,1109.1503087221388,169.5096770457566,6.986711002620808
37,0.8424584312167335,557.0,1143.5503680663444,186.07596977005613,6.077714615356509
38,0.8430660662310538,285.0,1123.8804297293154,185.95231047426563,6.017778412983475
39,0.8560128991460021,277.0,1286.9594805381514,153.46716180780496,7.876855462616762
40,0.8591247991143037,509.0,1054.860103463514,101.53426897633042,10.27612017720806
41,0.848630064992634,625.0,1110.1402134757104,145.98887955122743,7.688431372696781
42,0.8299809520058541,517.0,954.8910599098018,163.9281865542818,5.736194488884318
43,0.8398777073663849,475.0,1073.6857393459857,167.69140042909603,6.524035569243598
44,0.8341469616328154,923.0,797.1153156999843,185.6462122793239,4.1270834337228814
45,0.8321921383398824,1198.0,848.3430651695764,191.89824519097743,4.634952785588684
46,0.8428533097388391,649.0,612.6725571121361,92.39848361086996,6.456954863921577
47,0.8436055297920229,744.0,709.0427900209797,91.99259006098124,7.757504661968807
48,0.8252161278143981,922.0,571.4055997663626,143.5339802900216,4.120398542913481
