,gamma,sc_wb_t,sc_wb_p,fc_wb_t,fc_wb_p,sc_cd_f,sc_cd_p,fc_cd_f,fc_cd_p
0,0.5,-0.283548901316652,0.9599040095990401,8.853043695062478,0.1603839616038396,2.536438305096652,0.6628337166283371,8.2117877693167,0.48635136486351366
1,0.6,-1.5714470044682178,0.7588241175882412,8.893428041768528,0.1611838816118388,4.595256488831206,0.5456454354564544,7.586056854835492,0.5214478552144786
2,0.7,-9.968013103964678,0.12918708129187081,8.893428041768528,0.1611838816118388,10.518445782542345,0.3073692630736926,7.586056854835492,0.5214478552144786
3,0.8,-5.618541789370565,0.2772722727727227,7.230245669840062,0.2628737126287371,12.134505739352736,0.2575742425757424,6.153341017689392,0.5595440455954405
4,0.9,-7.156831814085734,0.1591840815918408,5.301516622227129,0.3691630836916308,8.090907306022112,0.3534646535346465,11.173471265709011,0.3341665833416658
5,1.0,-1.0883950349883207,0.8168183181681832,5.089171037144769,0.3184681531846815,7.538095355603791,0.43005699430056993,4.00261558846818,0.6686331366863314
6,1.1,-1.9332326740904047,0.6993300669933007,-0.33525301842673494,0.9385061493850615,5.524347603412994,0.5636436356364364,14.195856674078087,0.12098790120987901
7,1.2,2.1007411003739045,0.6355364463553644,2.012257432649181,0.639036096390361,4.38861583938743,0.639036096390361,8.505872692089802,0.4320567943205679
8,1.3,2.1374875362819923,0.6278372162783722,-0.7177655539891504,0.8640135986401359,4.396601078512803,0.6438356164383562,8.842342012447103,0.3374662533746625
9,1.4,1.8457309275096172,0.6482351764823517,-0.7177655539891504,0.8640135986401359,4.499725704023352,0.6265373462653735,8.842342012447103,0.3374662533746625
10,1.5,0.2503012630032933,0.952004799520048,-3.0422895581253155,0.49925007499250074,4.3361769565943655,0.6321367863213678,9.734097426597366,0.25237476252374763
11,1.6,1.036437693858269,0.7765223477652234,-16.65696272263722,0.0115988401159884,4.337881055991029,0.6028397160283971,14.69402719022308,0.12498750124987501
12,1.7,1.2434840395587428,0.7421257874212579,-12.003264765940319,0.0372962703729627,4.219476560838122,0.6246375362463754,8.508193897361764,0.27177282271772824
13,1.8,1.6905366841920555,0.6487351264873512,-8.974893270395805,0.0724927507249275,4.222678762044583,0.6272372762723728,6.095642657282173,0.35736426357364265
14,1.9,0.33914952346175914,0.939006099390061,-11.617600318396642,0.046295370462953706,5.389201778195603,0.5208479152084792,7.43720266077705,0.2766723327667233
15,2.0,1.3980727919610627,0.7756224377562244,-16.97129401111504,0.015398460153984602,7.773039160795968,0.2786721327867213,14.629656701086613,0.11288871112888711
16,2.1,2.15242270908096,0.5855414458554145,-16.084260946550636,0.015598440155984402,6.577266625494237,0.35676432356764326,16.598311626536493,0.08749125087491251
17,2.2,1.978417158049941,0.6071392860713929,-16.049697612833658,0.016798320167983202,6.471343666755407,0.4216578342165783,16.59308370601268,0.08749125087491251
18,2.3,1.776009259448688,0.6311368863113689,-9.869401592117567,0.06509349065093491,6.803259429062872,0.3935606439356064,12.938896124499374,0.11018898110188981
19,2.4,-0.9173742208710802,0.7918208179182081,-9.997300577049389,0.0654934506549345,7.035391556443231,0.2565743425657434,14.343804957483767,0.0898910108989101
20,2.5,-1.8617365357750033,0.5900409959004099,-10.36196348932836,0.060193980601939805,4.58556509384188,0.5336466353364664,12.906651713833345,0.11158884111588842
21,2.6,-3.0653514472624277,0.3144685531446855,-11.12840511847959,0.0334966503349665,4.728218472197105,0.5462453754624538,9.270883594717157,0.1760823917608239
22,2.7,-2.520423402739703,0.41345865413458655,-9.574189652727199,0.051594840515948405,4.197209376169191,0.5912408759124088,9.402332027694882,0.17738226177382263
23,2.8,-0.8424474491896291,0.781021897810219,-9.094887603856217,0.06029397060293971,3.878340304613991,0.5992400759924008,9.185342676512889,0.19158084191580843
24,2.9,-0.9878201735684277,0.7464253574642535,-7.340300742404987,0.0893910608939106,4.016542521903934,0.5768423157684232,6.157316825134023,0.29287071292870714
25,3.0,-1.4255053701019098,0.6636336366363363,-7.074827056687152,0.14128587141285873,3.013427523357395,0.7376262373762624,6.204649444447019,0.33556644335566443
26,3.1,-0.8406151247988083,0.7961203879612039,-7.7754039916426265,0.10928907109289071,3.33975181848225,0.6742325767423257,16.138255085647614,0.0481951804819518
27,3.2,-1.0051087953525593,0.7594240575942406,-4.561144680182402,0.3117688231176882,2.948230317345663,0.7405259474052595,15.16210160114613,0.0978902109789021
28,3.3,0.025362587607901672,0.9942005799420058,-6.099466463229099,0.21257874212578742,3.576683779898355,0.7038296170382962,21.31255196543617,0.0755924407559244
29,3.4,0.13633342719741076,0.9639036096390361,-5.33910802867545,0.27147285271472854,3.550238313661634,0.700929907009299,22.81858266458445,0.0735926407359264
30,3.5,-1.482428462594806,0.686031396860314,-3.960678572102456,0.4186581341865813,3.9216467068365195,0.5903409659034097,19.752925606116023,0.09919008099190081
